'Agency Name','Days after Jan 1','Hours past Midnight','Route Type','Related Non-Motorist','Collision Type',Weather,'Surface Condition',Light,'Traffic Control','Driver Substance Abuse','Non-Motorist Substance Abuse','Pedestrian Movement','Pedestrian Actions','Pedestrian Location','At Fault','Safety Equipment','Lat- Normalized','Long- Normalized','Injury Severity'
ROCKVILLE,42524,21.583,County,Pedestrian,'Single Vehicle',Cloudy,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'DRIVEWAY ACCESS MARKED CROSSWALK',No,None,0.584156,0.904732,'No Apparent Injury'
MONTGOMERY,43178,18.667,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Cycling on Sidewalk',None,SIDEWALK,No,None,0.666126,0.876342,'Possible Injury'
MONTGOMERY,42626,9.633,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.585003,0.928093,'Possible Injury'
MONTGOMERY,43673,12.667,Municipality,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY NOT AT CROSSWALK',No,Yes,0.533397,0.927658,'Suspected Minor Injury'
MONTGOMERY,45516,17.417,'Maryland (State)',Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Push/Work on Vehicle',None,'ON ROADWAY AT CROSSWALK',No,None,0.552886,0.947444,'Suspected Minor Injury'
MONTGOMERY,42467,7.5,County,Pedestrian,'STRAIGHT MOVEMENT ANGLE',Rain,Wet,Dawn,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.517025,0.94404,'Suspected Minor Injury'
MONTGOMERY,44483,12.5,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,SHOULDER,No,Yes,0.641498,0.842821,'Suspected Minor Injury'
TAKOMA,42833,15.083,Municipality,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.495191,0.959072,'Possible Injury'
MONTGOMERY,42986,16.433,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,SHOULDER,Yes,None,0.673089,0.926302,'Possible Injury'
MONTGOMERY,44117,12.75,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.698407,0.86107,'Suspected Minor Injury'
MONTGOMERY,43693,17.9,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.495998,0.91902,'Suspected Serious Injury'
MONTGOMERY,44469,17.233,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,Yes,0.636231,0.877681,'Possible Injury'
MONTGOMERY,44770,5.117,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.563486,0.96485,'Suspected Serious Injury'
GAITHERSBURG,44043,19,Municipality,Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'RAILWAY CROSSING DEVICE','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.674056,0.871254,'Possible Injury'
MONTGOMERY,42710,19.45,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.682809,0.85744,'Possible Injury'
ROCKVILLE,42493,12.25,'Maryland (State)',Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.616484,0.89325,'Suspected Minor Injury'
MONTGOMERY,43185,18.083,County,Bicyclist,'SAME DIRECTION SIDESWIPE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','WRONG WAY RIDING OR WALKING','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.504215,0.960348,'No Apparent Injury'
MONTGOMERY,45317,7.3,County,Pedestrian,'Single Vehicle',Clear,Wet,Daylight,'SCHOOL ZONE SIGN DEVICE','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.702107,0.846494,'Suspected Minor Injury'
MONTGOMERY,42118,17.75,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.495758,0.920803,'No Apparent Injury'
ROCKVILLE,44467,16.383,Municipality,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.614138,0.901085,'No Apparent Injury'
MONTGOMERY,42042,13.717,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.616449,0.929382,'Possible Injury'
MONTGOMERY,44801,13.35,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Riding against Traffic',None,SIDEWALK,No,None,0.558397,0.939185,'Suspected Minor Injury'
MONTGOMERY,45445,7.75,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'AT AT INTERSECTION MARKED CROSSWALK',Yes,Yes,0.496148,0.9017,'Suspected Minor Injury'
ROCKVILLE,42200,15.667,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',Inattentive,'ON ROADWAY NOT AT CROSSWALK',No,None,0.590541,0.889369,'Suspected Minor Injury'
GAITHERSBURG,42245,16.033,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Playing,None,'ON ROADWAY AT CROSSWALK',No,None,0.675909,0.879046,'Suspected Minor Injury'
MONTGOMERY,44544,10.417,'US (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.511446,0.949345,'Possible Injury'
MONTGOMERY,43180,9.75,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.686681,0.932129,'Possible Injury'
MONTGOMERY,44421,12.783,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Riding w/Traffic',None,SIDEWALK,No,Yes,0.559049,0.937899,'Suspected Minor Injury'
ROCKVILLE,42013,14.933,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY AT CROSSWALK',No,None,0.606708,0.895992,'Suspected Minor Injury'
MONTGOMERY,44590,0.583,'Maryland (State)',Pedestrian,'SAME DIR REND LEFT TURN','WINTRY MIX',Wet,'Dark - Lighted','TRAFFIC SIGNAL','ALCOHOL PRESENT ','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.651124,0.882343,'No Apparent Injury'
MONTGOMERY,45551,18.417,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.578897,0.930214,'Possible Injury'
MONTGOMERY,42420,9.833,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,Yes,0.525212,0.920662,'Suspected Serious Injury'
MONTGOMERY,42201,10.883,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Cycling on Sidewalk',None,SIDEWALK,No,None,0.574519,0.923907,'Fatal Injury'
MONTGOMERY,42321,18.183,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Not Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.713871,0.855723,'Fatal Injury'
MONTGOMERY,44161,14.033,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,SHOULDER,No,Yes,0.550791,0.874844,'Suspected Minor Injury'
MONTGOMERY,44789,19,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.601483,0.921107,'Suspected Minor Injury'
MONTGOMERY,43936,14,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.616085,0.939866,'Suspected Minor Injury'
MONTGOMERY,43722,13,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.488875,0.919019,'Possible Injury'
MONTGOMERY,42797,7.783,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.626934,0.856019,'Suspected Minor Injury'
MONTGOMERY,43376,11.75,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',No,None,0.500387,0.919294,'Suspected Minor Injury'
MONTGOMERY,43399,13.25,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY NOT AT CROSSWALK',No,Yes,0.635538,0.929075,'Suspected Serious Injury'
MONTGOMERY,44835,8.467,'Maryland (State)',Pedestrian,'HEAD ON LEFT TURN',Rain,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.550541,0.950008,'Suspected Serious Injury'
MONTGOMERY,42607,11.25,Municipality,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,SIDEWALK,No,Yes,0.484864,0.925203,'No Apparent Injury'
MONTGOMERY,42051,10.083,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.536223,0.971313,'Suspected Minor Injury'
MONTGOMERY,43108,18.217,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',SLEET,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.509036,0.947147,'Suspected Minor Injury'
MONTGOMERY,44513,13.983,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.617612,0.925564,'Suspected Minor Injury'
MONTGOMERY,43395,11.017,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','WRONG WAY RIDING OR WALKING','ON ROADWAY NOT AT CROSSWALK',Yes,Yes,0.67596,0.862074,'No Apparent Injury'
MONTGOMERY,42862,12.15,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.615954,0.929546,'Suspected Minor Injury'
GAITHERSBURG,43246,20.817,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','NOT VISIBLE','ON ROADWAY AT CROSSWALK',No,None,0.677866,0.876739,'No Apparent Injury'
MONTGOMERY,44717,15.4,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',Yes,None,0.558932,0.882723,'Suspected Serious Injury'
MONTGOMERY,42592,13.833,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY NOT AT CROSSWALK',No,Yes,0.70203,0.885143,'Suspected Serious Injury'
TAKOMA,43335,16.667,County,Bicyclist,'SAME DIRECTION RIGHT TURN',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,SIDEWALK,Yes,None,0.48868,0.955903,'Possible Injury'
MONTGOMERY,42890,2.85,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','ALCOHOL PRESENT','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.501508,0.949247,'Suspected Minor Injury'
MONTGOMERY,45523,16.117,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.717458,0.856511,'No Apparent Injury'
MONTGOMERY,42373,8.5,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Dawn,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.562726,0.932053,'Suspected Minor Injury'
ROCKVILLE,42709,16.033,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.581315,0.905069,'Suspected Minor Injury'
MONTGOMERY,43590,19.75,'Maryland (State)',Pedestrian,'Single Vehicle',Cloudy,Wet,Dusk,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER','AT AT INTERSECTION MARKED CROSSWALK',Yes,None,0.57177,0.93827,'Suspected Minor Injury'
MONTGOMERY,42412,21.717,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.504996,0.947167,'Possible Injury'
MONTGOMERY,43904,16.917,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.488658,0.919243,'Suspected Minor Injury'
ROCKVILLE,44011,12.217,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.58217,0.90614,'Suspected Serious Injury'
ROCKVILLE,44318,17.5,' Public Roadway',Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.618156,0.897585,'Possible Injury'
MONTGOMERY,44666,17.267,'US (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Cycling on Sidewalk',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.519821,0.951743,'No Apparent Injury'
MONTGOMERY,43852,15.5,County,Pedestrian,'HEAD ON LEFT TURN',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.466908,0.913633,'Possible Injury'
MONTGOMERY,42642,20.117,County,Bicyclist,'Single Vehicle',Rain,Wet,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter Not at Intersection','NOT VISIBLE','ON ROADWAY AT CROSSWALK',No,None,0.685765,0.874403,'Possible Injury'
TAKOMA,44516,9.417,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.49533,0.95957,'Possible Injury'
MONTGOMERY,45452,7.75,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','NOT VISIBLE','AT INTERSECTION BUT NO CROSSWALK',No,None,0.504079,0.946321,'Possible Injury'
MONTGOMERY,45602,18.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.56259,0.939553,'Suspected Serious Injury'
ROCKVILLE,45611,17.7,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.582153,0.906063,'Suspected Minor Injury'
TAKOMA,42927,20.1,Municipality,Bicyclist,'SAME DIRECTION SIDESWIPE',Clear,Dry,Dawn,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.501047,0.959125,'Suspected Minor Injury'
MONTGOMERY,44439,16.25,'US (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.499984,0.94907,'Possible Injury'
MONTGOMERY,44761,1.617,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.500229,0.950299,'Suspected Minor Injury'
GAITHERSBURG,43678,14.083,Municipality,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Playing,None,'ON ROADWAY AT CROSSWALK',No,None,0.663599,0.87058,'Possible Injury'
MONTGOMERY,42984,21.717,'Maryland (State)',' CONVEYANCE','STRAIGHT MOVEMENT ANGLE',Rain,Wet,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY NOT AT CROSSWALK',Yes,Yes,0.561408,0.932853,'Fatal Injury'
MONTGOMERY,43316,17.833,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.574867,0.923836,'Suspected Minor Injury'
MONTGOMERY,44726,9.833,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter Not at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.643389,0.870796,'Suspected Minor Injury'
MONTGOMERY,42418,8.483,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.684588,0.93284,'Possible Injury'
MONTGOMERY,42448,21,County,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,CURB,No,None,0.498115,0.917247,'Possible Injury'
MONTGOMERY,45330,10.083,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,SHOULDER,No,None,0.646457,0.869841,'No Apparent Injury'
MONTGOMERY,44790,21.75,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.682582,0.891193,'Possible Injury'
MONTGOMERY,45299,16.267,County,Pedestrian,'Single Vehicle',Clear,Dry,Dusk,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.7216,0.844624,'No Apparent Injury'
MONTGOMERY,44841,12.65,County,Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.494693,0.920113,'Possible Injury'
MONTGOMERY,44133,7.317,County,Pedestrian,'Single Vehicle',Rain,Dry,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'DRIVEWAY ACCESS MARKED CROSSWALK',No,None,0.508762,0.912186,'Suspected Minor Injury'
MONTGOMERY,42323,18.817,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.503917,0.956643,'Suspected Minor Injury'
MONTGOMERY,42444,11.933,Municipality,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.603926,0.896056,'Suspected Minor Injury'
MONTGOMERY,45441,14.75,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.689513,0.887738,'Possible Injury'
